timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777239481481,45,GET /restaurants (search),200,OK,Week4 Load Group 1-42,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,44,0,1
1777239481527,31,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-42,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,31,0,1
1777239481301,559,POST /auth/user/login,200,OK,Week4 Load Group 1-43,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,559,0,1
1777239481861,21,GET /restaurants (search),200,OK,Week4 Load Group 1-43,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,20,0,1
1777239481883,17,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-43,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,17,0,1
1777239481753,532,POST /auth/user/login,200,OK,Week4 Load Group 1-44,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,532,0,4
1777239482288,16,GET /restaurants (search),200,OK,Week4 Load Group 1-44,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,16,0,1
1777239482306,9,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-44,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,9,0,1
1777239482208,464,POST /auth/user/login,200,OK,Week4 Load Group 1-45,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,463,0,1
1777239482673,24,GET /restaurants (search),200,OK,Week4 Load Group 1-45,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,24,0,1
1777239482698,21,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-45,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,20,0,2
1777239482654,501,POST /auth/user/login,200,OK,Week4 Load Group 1-46,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,501,0,2
1777239483156,23,GET /restaurants (search),200,OK,Week4 Load Group 1-46,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,22,0,1
1777239483180,19,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-46,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,19,0,1
1777239483107,529,POST /auth/user/login,200,OK,Week4 Load Group 1-47,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,529,0,1
1777239483638,32,GET /restaurants (search),200,OK,Week4 Load Group 1-47,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,32,0,1
1777239483671,10,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-47,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,10,0,1
1777239483557,529,POST /auth/user/login,200,OK,Week4 Load Group 1-48,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,529,0,2
1777239484088,48,GET /restaurants (search),200,OK,Week4 Load Group 1-48,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,48,0,2
1777239484139,13,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-48,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,13,0,1
1777239484007,521,POST /auth/user/login,200,OK,Week4 Load Group 1-49,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,521,0,2
1777239484529,18,GET /restaurants (search),200,OK,Week4 Load Group 1-49,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,18,0,0
1777239484548,11,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-49,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,11,0,1
1777239484457,444,POST /auth/user/login,200,OK,Week4 Load Group 1-50,text,true,,401,265,1,1,http://localhost:8003/auth/user/login,443,0,1
1777239484902,23,GET /restaurants (search),200,OK,Week4 Load Group 1-50,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,23,0,2
1777239484926,8,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-50,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,8,0,1
1777239484907,565,POST /auth/user/login,200,OK,Week4 Load Group 1-51,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,565,0,1
1777239485474,60,GET /restaurants (search),200,OK,Week4 Load Group 1-51,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,60,0,1
1777239485535,28,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-51,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,27,0,3
1777239485352,692,POST /auth/user/login,200,OK,Week4 Load Group 1-52,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,692,0,1
